dttm,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,dttm,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
"2015-01-21 10:00:00+01:00",274.61,274.61,274.61,1025,82,1,315,0,0,0,0,800,clear,"sky is clear","01d","2015-01-21 10:00:00+01:00",549,974,0,5910,7875,350,0,0,0,0,1298,4576,0,6097,93,74,1488,239,0,7352,1476,7813,38630,38761,67.75,83.04
"2015-01-21 11:00:00+01:00",279.014,279.014,279.014,1025,90,1,309,0,0,0,0,800,clear,"sky is clear","1","2015-01-21 11:00:00+01:00",543,973,0,5786,7900,357,0,0,0,0,1304,4193,0,6096,92,75,1969,245,0,7725,2252,7494,38568,38655,65.01,80.02
"2015-01-21 12:00:00+01:00",283.418,283.418,283.418,1026,98,2,303,0,0,0,0,800,clear,"sky is clear","01d","2015-01-21 12:00:00+01:00",534,974,0,5828,7901,354,0,0,0,3,1294,3248,0,6097,93,75,2183,244,0,8072,2751,8180,38196,38110,59.01,74.73
"2015-01-21 13:00:00+01:00",284.491,284.491,284.491,1025,91,3,289,0,0,0,0,800,clear,"sky is clear","1","2015-01-21 13:00:00+01:00",535,969,0,5853,7897,358,0,0,0,0,1273,3088,0,6097,93,77,2170,243,0,8784,2747,8362,38101,38036,52.6,67.08
"2015-01-21 14:00:00+01:00",285.563,285.563,285.563,1023,85,5,275,0,0,0,0,800,clear,"sky is clear","01d","2015-01-21 14:00:00+01:00",543,967,0,5685,7858,358,0,0,0,122,1255,2972,0,6129,92,80,2057,242,0,9538,2310,9268,36753,36868,45.13,61.83
"2015-01-21 15:00:00+01:00",285.074,285.074,285.074,1019,77,5,270,0,0,0,0,800,clear,"sky is clear","1","2015-01-21 15:00:00+01:00",531,972,0,5784,7862,354,0,0,0,498,1292,2797,0,6199,92,81,1513,238,0,9599,1861,9793,36145,36479,44.95,61.84
"2015-01-21 16:00:00+01:00",284.585,284.585,284.585,1022,84,5,265,0,0,0,0,800,clear,"sky is clear","01d","2015-01-21 16:00:00+01:00",529,945,0,5745,7859,354,0,0,0,413,1266,2409,0,6208,92,80,931,234,0,9901,1349,9590,36188,36441,46.25,61.8
"2015-01-21 17:00:00+01:00",283.797,283.797,283.797,1023,93,6,285,0,0,0,92,500,rain,"light rain","10d","2015-01-21 17:00:00+01:00",531,970,0,6265,7923,352,0,0,0,7,1248,2840,0,6212,93,80,367,233,0,9668,657,9728,36757,37061,55.47,70.91
"2015-01-21 18:00:00+01:00",282.963,282.963,282.963,1021,95,7,276,0,0,0,92,500,rain,"light rain","10n","2015-01-21 18:00:00+01:00",537,967,0,7129,7968,359,0,0,0,0,1262,3929,0,6275,93,79,106,240,0,9574,193,9320,38715,38758,59.82,80.27
"2015-01-21 19:00:00+01:00",282.643,282.643,282.643,1022,93,6,288,0,0,0,46,500,rain,"light rain","10","2015-01-21 19:00:00+01:00",531,964,0,7302,7969,366,0,0,0,0,1290,4097,0,6366,93,81,102,242,0,9635,7,9625,40054,40081,58.34,78.82
"2015-01-21 20:00:00+01:00",282.324,282.324,282.324,1022,91,6,301,0,0,0,0,800,clear,"sky is clear","01n","2015-01-21 20:00:00+01:00",529,933,0,7341,7946,366,0,0,0,0,1227,4107,0,6436,96,80,94,240,0,9657,8,9653,40082,40122,55.02,75.67
"2015-01-21 21:00:00+01:00",282.324,282.324,282.324,1022,91,6,301,0,0,0,0,800,clear,"sky is clear","01n","2015-01-21 21:00:00+01:00",540,962,0,6211,7846,349,0,0,0,55,1245,4851,0,6498,95,81,78,239,0,9997,8,9749,39116,39146,45,65.81
"2015-01-21 22:00:00+01:00",282.324,282.324,282.324,1022,91,6,301,0,0,0,0,800,clear,"sky is clear","01n","2015-01-21 22:00:00+01:00",538,923,0,5487,7817,349,0,0,0,328,1221,3985,0,6513,86,81,70,243,0,9887,5,10030,36282,36267,42,61.64
"2015-01-21 23:00:00+01:00",280.51,280.51,280.51,1023,91,5,304,0,0,0,0,800,clear,"sky is clear","01n","2015-01-21 23:00:00+01:00",532,928,0,4683,7653,333,0,0,0,741,1130,2377,0,6518,85,76,70,246,0,9995,2,9689,32741,32864,38.5,55.47
"2015-01-22 00:00:00+01:00",280.51,280.51,280.51,1023,91,5,304,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 00:00:00+01:00",527,898,0,3996,7093,275,0,0,0,1240,1027,1077,0,6553,84,74,70,224,0,10246,1,10046,29383,29755,39.96,50.5
"2015-01-22 01:00:00+01:00",280.51,280.51,280.51,1023,91,5,304,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 01:00:00+01:00",515,745,0,3558,6080,265,0,0,0,2330,1000,610,0,6630,83,75,70,210,0,10301,0,10291,26989,27137,38.4,48.08
"2015-01-22 02:00:00+01:00",279.166,279.166,279.166,1024,89,4,301,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 02:00:00+01:00",516,551,0,3564,5410,256,0,0,0,2792,1000,515,0,6721,83,73,70,217,0,10104,0,10207,25501,25675,36.98,46.15
"2015-01-22 03:00:00+01:00",279.166,279.166,279.166,1024,89,4,301,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 03:00:00+01:00",500,551,0,3599,5281,262,0,0,0,3124,988,557,0,6807,84,74,70,216,0,10020,0,10082,24901,25103,33.33,42.91
"2015-01-22 04:00:00+01:00",279.166,279.166,279.166,1024,89,4,301,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 04:00:00+01:00",496,509,0,3505,5038,266,0,0,0,3256,997,530,0,6851,83,74,70,217,0,10096,0,10018,24676,24952,33.04,42.11
"2015-01-22 05:00:00+01:00",278.342,278.342,278.342,1025,89,4,303,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 05:00:00+01:00",502,556,0,3574,4966,277,0,0,0,3112,993,594,0,6882,83,74,70,223,0,10312,1,10223,25154,25540,33.33,42.31
"2015-01-22 06:00:00+01:00",278.342,278.342,278.342,1025,89,4,303,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 06:00:00+01:00",534,637,0,3713,5886,283,0,0,0,2231,993,809,0,6912,83,73,69,224,0,10291,1,10316,27545,28176,39.2,48.23
"2015-01-22 07:00:00+01:00",278.342,278.342,278.342,1025,89,4,303,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 07:00:00+01:00",537,891,0,4278,7129,297,0,0,0,288,1037,1225,0,6943,83,73,70,226,0,10152,25,10168,32334,32969,45.03,53.17
"2015-01-22 08:00:00+01:00",279.527,279.527,279.527,1027,90,3,304,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 08:00:00+01:00",545,961,0,5437,7881,337,0,0,0,0,1103,2184,0,6972,83,66,87,232,0,9881,73,9990,35792,36207,57.2,70.72
"2015-01-22 09:00:00+01:00",279.527,279.527,279.527,1027,90,3,304,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 09:00:00+01:00",538,973,0,5385,7944,346,0,0,0,0,1171,2978,0,7000,83,54,621,231,0,9478,581,9627,37313,37521,61.57,73.93
"2015-01-22 10:00:00+01:00",279.527,279.527,279.527,1027,90,3,304,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 10:00:00+01:00",542,888,0,5426,7825,348,0,0,0,0,1158,3069,0,7029,82,68,1627,226,0,9314,1338,9389,38330,38344,63.27,78.61
"2015-01-22 11:00:00+01:00",285.656,285.656,285.656,1027,88,4,315,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 11:00:00+01:00",539,907,0,5253,7761,355,0,0,0,0,1235,2721,0,7060,82,69,2432,231,0,9710,2315,9457,38380,38054,61.45,77.13
"2015-01-22 12:00:00+01:00",285.656,285.656,285.656,1027,88,4,315,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 12:00:00+01:00",542,922,0,5437,7738,349,0,0,0,0,1155,2173,0,7088,83,71,2851,231,0,10414,3011,10372,37854,37706,55.35,70.98
"2015-01-22 13:00:00+01:00",285.656,285.656,285.656,1027,88,4,315,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 13:00:00+01:00",551,941,0,5940,7802,350,0,0,0,0,1173,1853,0,7094,90,75,2532,231,0,10819,3230,10641,37778,37513,54.01,67.09
"2015-01-22 14:00:00+01:00",287.069,287.069,287.069,1027,69,6,328,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 14:00:00+01:00",549,946,0,5760,7794,346,0,0,0,188,1143,1709,0,7095,93,78,2255,231,0,11204,3075,10782,36588,36419,47.43,61.68
"2015-01-22 15:00:00+01:00",287.069,287.069,287.069,1027,69,6,328,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 15:00:00+01:00",542,957,0,5403,7892,347,0,0,0,322,1166,1592,0,7098,93,75,2154,229,0,10869,2451,10942,36210,35785,47.37,61.59
"2015-01-22 16:00:00+01:00",287.069,287.069,287.069,1027,69,6,328,0,0,0,0,800,clear,"sky is clear","01d","2015-01-22 16:00:00+01:00",547,854,0,5242,7774,351,0,0,0,340,1167,1481,0,7099,89,77,1853,228,0,10621,1758,10490,36098,35761,51.99,65
"2015-01-22 17:00:00+01:00",285.05,285.05,285.05,1028,68,4,328,0,0,0,0,800,clear,"sky is clear","1","2015-01-22 17:00:00+01:00",549,797,0,6013,7522,356,0,0,0,4,1188,2274,0,7098,93,77,1186,228,0,10329,772,10222,36772,36254,59.2,73.58
"2015-01-22 18:00:00+01:00",283.031,283.031,283.031,1028,67,3,328,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 18:00:00+01:00",541,782,0,6715,7583,360,0,0,0,43,1227,3869,0,7093,92,79,424,229,0,9649,293,9823,38368,38080,64.56,83.65
"2015-01-22 19:00:00+01:00",281.432,281.432,281.432,1029,73,3,324,0,0,0,0,800,clear,"sky is clear","1","2015-01-22 19:00:00+01:00",547,948,0,7161,7982,365,0,0,0,0,1215,4407,0,7094,90,82,135,227,0,9243,104,9195,39791,39702,65,83.57
"2015-01-22 20:00:00+01:00",280.633,280.633,280.633,1026,75,2,322,0,0,0,0,800,clear,"sky is clear","1","2015-01-22 20:00:00+01:00",553,959,0,7551,7972,365,0,0,0,0,1242,4143,0,7095,93,82,77,228,0,9228,44,9113,39675,39722,63.91,82.46
"2015-01-22 21:00:00+01:00",278.234,278.234,278.234,1030,86,2,316,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 21:00:00+01:00",551,956,0,7743,7966,365,0,0,0,0,1280,4354,0,7098,92,80,70,233,0,8873,7,9009,38824,38886,60.76,78.29
"2015-01-22 22:00:00+01:00",278.234,278.234,278.234,1030,86,2,316,0,0,0,0,800,clear,"sky is clear","1","2015-01-22 22:00:00+01:00",545,937,0,6612,7844,365,0,0,0,0,1237,3093,0,7095,83,78,70,232,0,8652,0,8589,36282,36062,55.1,70.61
"2015-01-22 23:00:00+01:00",278.234,278.234,278.234,1030,86,2,316,0,0,0,0,800,clear,"sky is clear","01n","2015-01-22 23:00:00+01:00",543,869,0,5511,7638,355,0,0,0,108,1133,1597,0,7095,82,79,70,221,0,8783,0,8615,32705,32725,48,62.33
"2015-01-23 00:00:00+01:00",275.656,275.656,275.656,1030,83,1,282,0,0,0,0,800,clear,"sky is clear","01n","2015-01-23 00:00:00+01:00",540,885,0,4109,7124,293,0,0,0,616,1050,986,0,7095,82,75,70,221,0,8674,0,8693,29950,29746,44.45,53.63
"2015-01-23 01:00:00+01:00",275.1,275.1,275.1,1030,83,1,280,0,0,0,0,800,clear,"sky is clear","1","2015-01-23 01:00:00+01:00",544,715,0,3671,6231,287,0,0,0,1468,1030,827,0,7095,82,74,70,225,0,8734,0,8708,27328,27253,42.1,51.21
"2015-01-23 02:00:00+01:00",274.544,274.544,274.544,1030,83,1,278,0,0,0,0,800,clear,"sky is clear","01n","2015-01-23 02:00:00+01:00",546,551,0,3716,6118,286,0,0,0,2208,1006,692,0,7096,83,75,70,220,0,8812,0,8753,25732,25770,39.4,48.45
"2015-01-23 03:00:00+01:00",274.544,274.544,274.544,1030,83,1,278,0,0,0,0,800,clear,"sky is clear","1","2015-01-23 03:00:00+01:00",547,530,0,3613,5745,286,0,0,0,2688,1004,674,0,7096,82,72,70,213,0,8866,0,8860,25054,25198,38,47.03
"2015-01-23 04:00:00+01:00",274.544,274.544,274.544,1030,83,1,278,0,0,0,0,800,clear,"sky is clear","01n","2015-01-23 04:00:00+01:00",541,535,0,3586,5711,274,0,0,0,2732,1003,675,0,7096,82,72,70,225,0,8755,1,8891,24906,25081,35,43.58
"2015-01-23 05:00:00+01:00",274.193,274.193,274.193,1031,81,1,285,0,0,0,0,800,clear,"sky is clear","1","2015-01-23 05:00:00+01:00",540,518,0,3690,5870,276,0,0,0,2357,990,690,0,7097,82,74,69,232,0,8632,1,8714,25516,25679,38,46.46
"2015-01-23 06:00:00+01:00",273.841,273.841,273.841,1031,80,1,293,0,0,0,0,800,clear,"sky is clear","01n","2015-01-23 06:00:00+01:00",542,660,0,3729,6684,275,0,0,0,1073,1001,1022,0,7097,82,73,69,231,0,8620,1,8598,28276,28213,43.6,52.28
"2015-01-23 07:00:00+01:00",273.841,273.841,273.841,1031,80,1,293,0,0,0,0,800,clear,"sky is clear","01n","2015-01-23 07:00:00+01:00",544,871,0,4466,7390,319,0,0,0,355,1056,1606,0,7099,85,72,69,233,0,8694,22,8679,33236,33070,57.66,65.64
"2015-01-23 08:00:00+01:00",276.62,276.62,276.62,1032,82,1,333,0,0,0,0,800,clear,"sky is clear","01d","2015-01-23 08:00:00+01:00",553,945,0,5470,7948,350,0,0,0,8,1185,2595,0,7101,93,70,111,233,0,8683,116,8731,36643,36531,62.1,76.4
"2015-01-23 09:00:00+01:00",276.385,276.385,276.385,1029,85,1,300,0,0,0,0,800,clear,"sky is clear","1","2015-01-23 09:00:00+01:00",561,928,0,5400,7953,355,0,0,0,0,1182,3608,0,7103,93,62,967,238,0,8476,785,8664,37850,37807,67.01,79.97
"2015-01-23 10:00:00+01:00",276.62,276.62,276.62,1032,82,1,333,0,0,0,0,800,clear,"sky is clear","01d","2015-01-23 10:00:00+01:00",557,823,0,5529,7800,362,0,0,0,0,1175,3704,0,7104,92,66,2243,232,0,8168,1880,8254,38603,38312,68.5,84.61
"2015-01-23 11:00:00+01:00",280.931,280.931,280.931,1030,87,1,140,0,0,0,0,800,clear,"sky is clear","1","2015-01-23 11:00:00+01:00",554,823,0,5399,7679,364,0,0,0,247,1175,3018,0,7104,91,64,3335,231,0,8383,3170,8214,38307,37823,67,83.52
"2015-01-23 12:00:00+01:00",285.711,285.711,285.711,1034,86,2,13,0,0,0,0,800,clear,"sky is clear","01d","2015-01-23 12:00:00+01:00",555,871,0,5253,7632,361,0,0,0,550,1160,2369,0,7102,95,69,3967,215,0,8640,4012,8513,37778,37202,62.78,78.96
"2015-01-23 13:00:00+01:00",286.517,286.517,286.517,1033,82,2,16,0,0,0,38,802,clouds,"scattered clouds","3","2015-01-23 13:00:00+01:00",558,913,0,5067,7568,364,0,0,0,520,1168,2183,0,7103,92,68,4026,217,0,8956,4117,8933,37455,36773,59.65,72.31
"2015-01-23 14:00:00+01:00",287.322,287.322,287.322,1032,79,2,20,0,0,0,76,803,clouds,"broken clouds","04d","2015-01-23 14:00:00+01:00",548,849,0,4911,7332,362,0,0,0,574,1125,1547,0,7104,92,71,3928,218,0,9210,3875,9200,36253,35443,48.25,61.96
"2015-01-23 15:00:00+01:00",287.165,287.165,287.165,1032,76,2,34,0,0,0,38,802,clouds,"scattered clouds","3","2015-01-23 15:00:00+01:00",542,828,0,4584,7387,365,0,0,0,547,1124,1271,0,7104,93,72,3642,222,0,9345,3511,9313,35443,34752,47.1,60.84
"2015-01-23 16:00:00+01:00",287.009,287.009,287.009,1033,73,2,49,0,0,0,0,800,clear,"sky is clear","01d","2015-01-23 16:00:00+01:00",545,662,0,4995,6876,366,0,0,0,372,1119,1240,0,7100,94,75,3104,225,0,9600,2766,9444,35235,34582,52.6,65.34
"2015-01-23 17:00:00+01:00",285.95,285.95,285.95,1033,76,1,64,0,0,0,16,801,clouds,"few clouds","2","2015-01-23 17:00:00+01:00",553,655,0,5616,7188,359,0,0,0,105,1154,2061,0,7097,94,78,1809,223,0,9000,1675,9321,35592,34756,58.34,72.57
"2015-01-23 18:00:00+01:00",284.891,284.891,284.891,1032,79,1,79,0,0,0,32,802,clouds,"scattered clouds","3","2015-01-23 18:00:00+01:00",551,711,0,6273,7593,359,0,0,0,10,1213,3276,0,7099,93,78,580,225,0,8695,514,8651,37395,36572,62.42,81.1
"2015-01-23 19:00:00+01:00",283.832,283.832,283.832,1032,82,1,95,0,0,0,48,802,clouds,"scattered clouds","03n","2015-01-23 19:00:00+01:00",548,897,0,6722,7975,367,0,0,0,0,1209,4122,0,7099,93,80,208,224,0,8785,96,8700,38874,38329,65,83.19
"2015-01-23 20:00:00+01:00",282.26,282.26,282.26,1033,85,1,115,0,0,0,58,803,clouds,"broken clouds","4","2015-01-23 20:00:00+01:00",550,961,0,6965,7970,367,0,0,0,0,1246,3919,0,7098,93,80,148,225,0,8914,41,8783,38607,38333,63.13,81.51
"2015-01-23 21:00:00+01:00",280.688,280.688,280.688,1034,89,1,135,0,0,0,68,803,clouds,"broken clouds","04n","2015-01-23 21:00:00+01:00",559,962,0,7137,7984,361,0,0,0,0,1294,3688,0,7099,93,80,138,229,0,9014,40,9008,37880,37708,60.03,77.05
"2015-01-23 22:00:00+01:00",280.688,280.688,280.688,1034,89,1,135,0,0,0,68,803,clouds,"broken clouds","4","2015-01-23 22:00:00+01:00",547,891,0,6398,7987,360,0,0,0,28,1190,2830,0,7099,85,80,137,228,0,8639,30,8782,35418,35332,57.59,71.83
"2015-01-23 23:00:00+01:00",280.688,280.688,280.688,1034,89,1,135,0,0,0,68,803,clouds,"broken clouds","04n","2015-01-23 23:00:00+01:00",539,787,0,5853,7756,351,0,0,0,194,1180,1709,0,7100,85,81,137,227,0,8303,35,8406,32594,32693,47.87,62.47
"2015-01-24 00:00:00+01:00",279.074,279.074,279.074,1030,90,1,139,0,0,0,34,802,clouds,"scattered clouds","3","2015-01-24 00:00:00+01:00",528,600,0,5484,7383,291,0,0,0,228,1102,1647,0,7099,85,75,137,220,0,8081,24,8143,29959,30040,44.01,58.78
"2015-01-24 01:00:00+01:00",277.461,277.461,277.461,1033,87,1,144,0,0,0,0,800,clear,"sky is clear","01n","2015-01-24 01:00:00+01:00",506,579,0,4550,6754,271,0,0,0,746,951,972,0,7098,80,76,137,218,0,7905,36,7855,27361,27485,43.12,55.81
"2015-01-24 02:00:00+01:00",275.161,275.161,275.161,1033,82,0,235,0,0,0,0,800,clear,"sky is clear","01n","2015-01-24 02:00:00+01:00",525,539,0,4369,5921,267,0,0,0,1140,943,858,0,7100,79,76,128,218,0,8132,27,7927,25404,25763,40.43,52.97
"2015-01-24 03:00:00+01:00",275.914,275.914,275.914,1029,84,1,119,0,0,0,0,800,clear,"sky is clear","1","2015-01-24 03:00:00+01:00",528,439,0,4209,5404,257,0,0,0,2209,937,884,0,7099,75,74,118,218,0,8091,16,8144,24467,24786,36.1,47.79
"2015-01-24 04:00:00+01:00",275.161,275.161,275.161,1033,82,0,235,0,0,0,0,800,clear,"sky is clear","01n","2015-01-24 04:00:00+01:00",534,350,0,4177,5188,263,0,0,0,2998,931,650,0,7099,63,75,100,222,0,7969,2,7980,24076,24358,35,46.26
"2015-01-24 05:00:00+01:00",274.353,274.353,274.353,1034,77,2,39,0,0,0,0,800,clear,"sky is clear","01n","2015-01-24 05:00:00+01:00",534,340,0,4222,4843,258,0,0,0,3138,925,666,0,7099,47,76,100,217,0,8045,1,7954,24045,24273,35,45.91
"2015-01-24 06:00:00+01:00",274.353,274.353,274.353,1034,77,2,39,0,0,0,0,800,clear,"sky is clear","01n","2015-01-24 06:00:00+01:00",532,343,0,4144,4661,260,0,0,0,2427,922,669,0,7097,46,76,100,222,0,8151,0,8067,24701,24822,39.1,49.59
"2015-01-24 07:00:00+01:00",275.656,275.656,275.656,1034,76,2,51,0,0,0,0,800,clear,"sky is clear","1","2015-01-24 07:00:00+01:00",529,344,0,4198,4940,252,0,0,0,1754,967,933,0,7096,45,78,101,219,0,8548,6,8385,26286,26229,41.35,52.15
"2015-01-24 08:00:00+01:00",276.96,276.96,276.96,1035,76,3,63,0,0,0,0,800,clear,"sky is clear","01d","2015-01-24 08:00:00+01:00",535,341,0,3510,5317,269,0,0,0,1007,1014,1045,0,7094,46,79,148,219,0,8836,125,8698,27847,28031,42.58,51.86
"2015-01-24 09:00:00+01:00",276.96,276.96,276.96,1035,76,3,63,0,0,0,0,800,clear,"sky is clear","01d","2015-01-24 09:00:00+01:00",534,479,0,3722,5832,300,0,0,0,324,1068,1702,0,7091,46,75,1002,223,0,8736,887,8841,30834,30993,51.9,61.01
"2015-01-24 10:00:00+01:00",276.96,276.96,276.96,1035,76,3,63,0,0,0,0,800,clear,"sky is clear","01d","2015-01-24 10:00:00+01:00",521,600,0,3902,6366,301,0,0,0,54,1194,2825,0,7091,46,73,2228,225,0,7746,2048,7970,32948,33327,57.1,65.95
"2015-01-24 11:00:00+01:00",284.339,284.339,284.339,1036,74,4,56,0,0,0,0,800,clear,"sky is clear","01d","2015-01-24 11:00:00+01:00",512,583,0,3764,6277,300,0,0,0,54,1187,2481,0,7089,46,77,3533,229,0,7382,3230,7499,33067,33373,57.59,66.22
"2015-01-24 12:00:00+01:00",284.339,284.339,284.339,1036,74,4,56,0,0,0,0,800,clear,"sky is clear","01d","2015-01-24 12:00:00+01:00",516,599,0,3504,6070,302,0,0,0,28,1191,1868,0,7091,46,78,4190,228,0,7379,3969,7288,32331,32671,55.79,64.49
"2015-01-24 13:00:00+01:00",284.339,284.339,284.339,1036,74,4,56,0,0,0,0,800,clear,"sky is clear","01d","2015-01-24 13:00:00+01:00",510,624,0,3516,6068,298,0,0,0,5,1064,1693,0,7094,46,79,4277,225,0,7542,4084,7466,32183,32544,52.6,61.74
"2015-01-24 14:00:00+01:00",286.565,286.565,286.565,1034,65,6,48,0,0,0,0,800,clear,"sky is clear","01d","2015-01-24 14:00:00+01:00",503,631,0,3600,6037,293,0,0,0,170,1056,1506,0,7095,47,80,4176,221,0,7529,3898,7670,31662,31782,45.2,55.08
"2015-01-24 15:00:00+01:00",286.116,286.116,286.116,1034,64,5,47,0,0,0,0,800,clear,"sky is clear","1","2015-01-24 15:00:00+01:00",503,613,0,2990,5895,289,0,0,0,563,1039,1297,0,7096,78,77,4113,211,0,7838,3684,7623,30488,30494,43.1,52.73
"2015-01-24 16:00:00+01:00",285.666,285.666,285.666,1034,64,4,46,0,0,0,0,800,clear,"sky is clear","01d","2015-01-24 16:00:00+01:00",498,512,0,3099,5622,288,0,0,0,646,1053,1128,0,7097,78,78,3604,213,0,8098,2946,8136,29875,29801,40.43,50.31
"2015-01-24 17:00:00+01:00",283.733,283.733,283.733,1034,63,4,48,0,0,0,0,800,clear,"sky is clear","1","2015-01-24 17:00:00+01:00",491,573,0,3689,5819,289,0,0,0,479,1079,1579,0,7096,77,77,2259,212,0,8027,1904,8274,30055,29777,43.52,54.34
"2015-01-24 18:00:00+01:00",281.8,281.8,281.8,1034,62,4,51,0,0,0,0,800,clear,"sky is clear","01n","2015-01-24 18:00:00+01:00",497,617,0,4166,6121,291,0,0,0,1,1201,3130,0,7097,61,76,792,208,0,8741,883,8448,32283,32048,53.04,66.75
"2015-01-24 19:00:00+01:00",279.634,279.634,279.634,1034,66,3,48,0,0,0,0,800,clear,"sky is clear","1","2015-01-24 19:00:00+01:00",503,632,0,4221,6314,294,0,0,0,0,1219,5076,0,7097,45,77,268,214,0,9726,187,9500,34145,34127,57.9,71.35
"2015-01-24 20:00:00+01:00",277.469,277.469,277.469,1035,70,3,46,0,0,0,0,800,clear,"sky is clear","01n","2015-01-24 20:00:00+01:00",506,625,0,4243,6312,299,0,0,0,0,1217,5018,0,7099,46,77,175,217,0,10401,32,10289,34790,34630,57.59,71.07
"2015-01-24 21:00:00+01:00",277.469,277.469,277.469,1031,71,3,46,0,0,0,0,800,clear,"sky is clear","1","2015-01-24 21:00:00+01:00",502,626,0,4381,6107,299,0,0,0,1,1200,4554,0,7098,46,76,110,218,0,10596,62,10758,34752,34494,57.25,70.56
"2015-01-24 22:00:00+01:00",277.469,277.469,277.469,1035,70,3,46,0,0,0,0,800,clear,"sky is clear","01n","2015-01-24 22:00:00+01:00",483,621,0,4407,5729,265,0,0,0,49,1147,3238,0,7099,46,76,110,216,0,10600,27,10622,32899,33050,50.95,63.13
"2015-01-24 23:00:00+01:00",276.803,276.803,276.803,1031,69,3,43,0,0,0,0,800,clear,"sky is clear","1","2015-01-24 23:00:00+01:00",475,600,0,4222,5144,262,0,0,0,193,1114,2739,0,7097,47,75,109,218,0,10647,13,10707,30619,30715,45.95,59.27
"2015-01-25 00:00:00+01:00",276.137,276.137,276.137,1035,66,4,41,0,0,0,0,800,clear,"sky is clear","01n","2015-01-25 00:00:00+01:00",468,585,0,4514,4661,255,0,0,0,419,1078,1417,0,7096,47,75,109,218,0,10520,15,10480,28293,27877,39.79,56.05
"2015-01-25 01:00:00+01:00",275.723,275.723,275.723,1035,66,4,41,0,0,0,0,800,clear,"sky is clear","1","2015-01-25 01:00:00+01:00",437,584,0,4171,4180,247,0,0,0,1632,974,951,0,7097,46,74,109,219,0,10726,4,10644,25832,25569,31.4,47.86
"2015-01-25 02:00:00+01:00",275.308,275.308,275.308,1035,67,4,41,0,0,0,0,800,clear,"sky is clear","01n","2015-01-25 02:00:00+01:00",419,585,0,3809,4092,246,0,0,0,2556,917,789,0,7097,45,67,109,223,0,10791,4,10645,23975,23794,25.83,41.52
"2015-01-25 03:00:00+01:00",275.308,275.308,275.308,1035,67,4,41,0,0,0,0,800,clear,"sky is clear","01n","2015-01-25 03:00:00+01:00",411,408,0,3721,3992,240,0,0,0,3082,909,542,0,7098,47,69,109,224,0,10922,9,10858,22900,22965,28.58,42.01
"2015-01-25 04:00:00+01:00",276.885,276.885,276.885,1035,62,5,48,0,0,0,0,800,clear,"sky is clear","01n","2015-01-25 04:00:00+01:00",407,347,0,3663,3573,247,0,0,0,3096,886,537,0,7098,48,67,109,225,0,11097,9,10945,22482,22428,25.88,39.03
"2015-01-25 05:00:00+01:00",277.396,277.396,277.396,1035,66,5,54,0,0,0,0,800,clear,"sky is clear","01n","2015-01-25 05:00:00+01:00",407,357,0,3824,3205,243,0,0,0,3258,891,607,0,7098,47,69,109,224,0,11248,10,11281,22460,22526,28.13,40.91
"2015-01-25 06:00:00+01:00",277.157,277.157,277.157,1035,85,5,44,0,0,0,0,800,clear,"sky is clear","01n","2015-01-25 06:00:00+01:00",410,376,0,3969,3276,244,0,0,0,3291,906,630,0,7097,33,75,110,223,0,11122,9,11069,22971,22939,30,43.87
"2015-01-25 07:00:00+01:00",277.396,277.396,277.396,1035,66,5,54,0,0,0,0,800,clear,"sky is clear","01n","2015-01-25 07:00:00+01:00",414,349,0,3660,3032,245,0,0,0,3171,917,598,0,7098,9,73,117,223,0,11324,59,11077,23913,23750,30.6,41.6
